,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
415,415,415,IC3709,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
416,416,416,IC3716,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
417,417,417,IC3719,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
418,418,418,IC3720,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
419,419,419,IC3722,IC,8,"['008881000', '008881166', '008883113', '008883006', '008814001', '008813003', '008812005', '008819406']"
420,420,420,IC3727,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
421,421,421,IC3729,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
422,422,422,IC3730,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
423,423,423,IC3734,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
424,424,424,IC3735,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
425,425,425,IC3736,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
426,426,426,IC3737,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
427,427,427,IC3738,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
428,428,428,IC3739,IC,8,"['008819406', '008812005', '008813003', '008814001', '008883006', '008883113', '008881166', '008881000']"
429,429,429,IC3804,IC,15,"['008881000', '008882206', '008871100', '008872009', '008874005', '008874609', '008874716', '008874724', '008863008', '008863404', '008843307', '008843208', '008841004', '008841558', '008841525']"
430,430,430,IC3805,IC,15,"['008881000', '008882206', '008871100', '008872009', '008874005', '008874609', '008874716', '008874724', '008863008', '008863404', '008843307', '008843208', '008841004', '008841558', '008841525']"
431,431,431,IC3813,IC,16,"['008881000', '008882206', '008871100', '008872009', '008874005', '008874609', '008874716', '008874724', '008863008', '008863404', '008843307', '008843208', '008841004', '008841558', '008841525', '008841608']"
432,432,432,IC3827,IC,15,"['008841525', '008841558', '008841004', '008843208', '008843307', '008863404', '008863008', '008874724', '008874716', '008874609', '008874005', '008872009', '008871100', '008882206', '008881000']"
433,433,433,IC3913,IC,6,"['008872009', '008873320', '008873007', '008873122', '008875002', '008875127']"
434,434,434,IC3916,IC,6,"['008872009', '008873320', '008873007', '008873122', '008875002', '008875127']"
435,435,435,IC3917,IC,6,"['008872009', '008873320', '008873007', '008873122', '008875002', '008875127']"
436,436,436,IC3918,IC,6,"['008872009', '008873320', '008873007', '008873122', '008875002', '008875127']"
437,437,437,IC3926,IC,6,"['008875127', '008875002', '008873122', '008873007', '008873320', '008872009']"
438,438,438,IC3935,IC,6,"['008875127', '008875002', '008873122', '008873007', '008873320', '008872009']"
439,439,439,IC4005,IC,20,"['008872009', '008871100', '008871217', '008871225', '008871308', '008871332', '008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814449', '008814464', '008814456', '008811411', '008811304', '008811916', '008811163', '008819406']"
440,440,440,IC4012,IC,20,"['008872009', '008871100', '008871217', '008871225', '008871308', '008871332', '008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814449', '008814464', '008814456', '008811411', '008811304', '008811916', '008811163', '008819406']"
441,441,441,IC4014,IC,20,"['008872009', '008871100', '008871217', '008871225', '008871308', '008871332', '008814209', '008814241', '008814258', '008814266', '008814167', '008814142', '008814449', '008814464', '008814456', '008811411', '008811304', '008811916', '008811163', '008819406']"
442,442,442,IC4030,IC,20,"['008819406', '008811163', '008811916', '008811304', '008811411', '008814456', '008814464', '008814449', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209', '008871332', '008871308', '008871225', '008871217', '008871100', '008872009']"
443,443,443,IC4039,IC,20,"['008819406', '008811163', '008811916', '008811304', '008811411', '008814456', '008814464', '008814449', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209', '008871332', '008871308', '008871225', '008871217', '008871100', '008872009']"
444,444,444,IC4042,IC,20,"['008819406', '008811163', '008811916', '008811304', '008811411', '008814456', '008814464', '008814449', '008814142', '008814167', '008814266', '008814258', '008814241', '008814209', '008871332', '008871308', '008871225', '008871217', '008871100', '008872009']"
445,445,445,IC407,IC,10,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001']"
446,446,446,IC408,IC,23,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
447,447,447,IC409,IC,15,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
448,448,448,IC410,IC,10,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001']"
449,449,449,IC4106,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
450,450,450,IC4107,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
451,451,451,IC4108,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
452,452,452,IC411,IC,15,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
453,453,453,IC4114,IC,17,"['008892007', '008893013', '008893567', '008893559', '008893518', '008893401', '008822160', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
454,454,454,IC4115,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
455,455,455,IC4117,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
456,456,456,IC412,IC,15,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
457,457,457,IC4122,IC,13,"['008892007', '008893559', '008893401', '008822111', '008822004', '008822426', '008822459', '008822475', '008822517', '008822525', '008822533', '008833175', '008833001']"
458,458,458,IC4128,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
459,459,459,IC4130,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
460,460,460,IC4131,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
461,461,461,IC4133,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
462,462,462,IC4134,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
463,463,463,IC4138,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
464,464,464,IC4139,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
465,465,465,IC414,IC,16,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844545', '008844503']"
466,466,466,IC4140,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
467,467,467,IC4141,IC,13,"['008833001', '008833175', '008822533', '008822525', '008822517', '008822475', '008822459', '008822426', '008822004', '008822111', '008893401', '008893559', '008892007']"
468,468,468,IC415,IC,15,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
469,469,469,IC416,IC,16,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008811130', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
470,470,470,IC417,IC,15,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008833001', '008841004', '008842002', '008844206', '008844008', '008844503']"
471,471,471,IC420,IC,10,"['008896008', '008896115', '008896149', '008892106', '008892080', '008892007', '008814001', '008813003', '008812005', '008811007']"
472,472,472,IC4207,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
473,473,473,IC4208,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
474,474,474,IC4209,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
475,475,475,IC4210,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
476,476,476,IC4216,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
477,477,477,IC4220,IC,6,"['008821907', '008821964', '008821717', '008821600', '008821121', '008821006']"
478,478,478,IC4230,IC,6,"['008821006', '008821121', '008821600', '008821717', '008821964', '008821907']"
479,479,479,IC4232,IC,6,"['008821006', '008821121', '008821600', '008821717', '008821964', '008821907']"
480,480,480,IC4236,IC,6,"['008821006', '008821121', '008821600', '008821717', '008821964', '008821907']"
481,481,481,IC4237,IC,6,"['008821006', '008821121', '008821600', '008821717', '008821964', '008821907']"
482,482,482,IC4238,IC,6,"['008821006', '008821121', '008821600', '008821717', '008821964', '008821907']"
